Identifier,Amazon Title,Amazon URL,Amazon Image,Amazon Category,Brand,Variations,ASIN,Amazon UPC/EAN,Buy Box,Amazon Sells and In Stock,Average Price (30 days),Average Price (90 days),Amazon Return After Fees,New Sellers,Weight (lbs),Product Size,Sales Rank,Average Rank (30 Days),Average Rank (90 Days),Estimated Monthly Sales,Reviews,Rating,Last Update,Note,Buy Box Price,Average Amazon Sale Price,Average New Sale Price,Lowest Sale Price,Average New Sale Price (Amazon is OOS),Length,Width,Height,WeightUnits,SizeUnits,Amazon In Stock (30 days)
,"Lime-A-Way Professional Strength Cleaning Destroys Lime, Calcium, Rust, Hard water Build up, Thick Gel Formula,  Lime Away, 16 oz, 2 Pack",https://amazon.com/dp/B00IZGGKDW/,https://m.media-amazon.com/images/I/417-1vv3vFL.jpg,Industrial & Scientific,,1,B00IZGGKDW,6.09224E+11,MF,out of stock,,,$0.39 ,17,2.4,Large Standard-Size,3169,2900,2831,634,467,4.6,2021-07-03T17:57:48.000000Z,,$7.76 ,,$11.47 ,$3.50 ,,740,460,230,hundredths-pounds,hundredths-inches,0
,NBA 2K21 - PlayStation 4,https://amazon.com/dp/B08BXHGPVB/,https://m.media-amazon.com/images/I/51Uwh1cqTrL.jpg,Video Games,2k,18,B08BXHGPVB,7.10426E+11,AMZ,yes,,,$6.53 ,76,0.18,Small Standard-Size,42,661,378,587,7558,4.7,2021-07-03T05:54:02.000000Z,,$12.99 ,$40.06 ,$38.22 ,$9.99 ,$32.45 ,677,535,63,hundredths-pounds,hundredths-inches,40
,"3M Dual Lock Reclosable Fastener SJ3560 250 Clear, 1 in x 4 Ft",https://amazon.com/dp/B07QNMBB28/,https://m.media-amazon.com/images/I/41nCHhAN8WL.jpg,Industrial & Scientific,3 M,1,B07QNMBB28,6.89355E+11,MF,out of stock,,,$6.29 ,9,0.15,Large Standard-Size,1152,1057,1584,1432,1506,4.7,2021-07-02T23:25:09.000000Z,,$11.50 ,,$13.16 ,$1.00 ,,475,340,100,hundredths-pounds,hundredths-inches,0
,"AdTech Mini Hi-Temp Hot Glue Combo Pack, White Gun (1 Pack)",https://amazon.com/dp/B01FIJPPN4/,https://m.media-amazon.com/images/I/21hzoTWUGDL.jpg,"Arts, Crafts & Sewing",Adtech,1,B01FIJPPN4,26438546071,AMZ,yes,,,$1.80 ,2,0.42,Large Standard-Size,714,569,729,973,8491,4.6,2021-07-02T05:25:24.000000Z,,$6.43 ,$8.12 ,$8.33 ,$1.00 ,$11.59 ,811,594,173,hundredths-pounds,hundredths-inches,
,AeroGarden Harvest Elite - Stainless Steel,https://amazon.com/dp/B07CKVMXHR/,https://m.media-amazon.com/images/I/51FKmL-A6PL.jpg,"Patio, Lawn & Garden",Aerogarden,4,B07CKVMXHR,8.10705E+11,AMZ,yes,,,$102.66 ,7,6.04,Large Standard-Size,3217,3231,2773,1384,2690,4.6,2021-07-02T14:29:28.000000Z,,$129.97 ,$157.00 ,$152.58 ,$12.00 ,$160.55 ,1209,1201,800,hundredths-pounds,hundredths-inches,57
,"Air Venturi Steel BBS.177 Cal, 5.1 Grains, Zinc-Plated, 2,500ct",https://amazon.com/dp/B00ZFY5IDK/,https://m.media-amazon.com/images/I/41-EmVJDnuL.jpg,Sports & Outdoors,Air Venturi,1,B00ZFY5IDK,,AMZ,yes,,,$3.53 ,3,2,Large Standard-Size,6548,7359,7662,879,0,0,2021-07-01T06:52:02.000000Z,,$9.99 ,$13.71 ,$13.04 ,$2.99 ,$7.99 ,400,240,240,hundredths-pounds,hundredths-inches,
,"Air Wick Scented Oil Warmer Plugin Air Freshener, White, 2 ct (Pack of 2)",https://amazon.com/dp/B01GEMF62Y/,https://m.media-amazon.com/images/I/41XRstpfk5L.jpg,Health & Household,Air Wick,1,B01GEMF62Y,7.12396E+11,FBA,out of stock,,,$2.83 ,2,0.51,Large Standard-Size,2249,5452,8248,2813,4999,4.7,2021-07-03T05:55:46.000000Z,,$7.68 ,$7.80 ,$7.85 ,$2.49 ,,618,610,390,hundredths-pounds,hundredths-inches,11
,"Air Wick Botanica Plug in Scented Essential Oil, Fresh Pineapple and Tunisian Rosemary, Air Freshener, Eco Friendly, Brown, 10 Count",https://amazon.com/dp/B084QR9VH2/,https://m.media-amazon.com/images/I/51z1FAQTlFL.jpg,Health & Household,Air Wick,1,B084QR9VH2,62338019482,AMZ,yes,,,$11.83 ,7,2.34,Large Standard-Size,18502,18978,18945,683,839,4.7,2021-07-03T19:00:00.000000Z,,$21.18 ,$25.11 ,$24.94 ,$3.67 ,,941,933,543,hundredths-pounds,hundredths-inches,
,"Air Wick Freshmatic 6 Refills Automatic Spray, Apple Cinnamon Medley, 5.89 Ounce (Pack of 6)",https://amazon.com/dp/B0040ZOPN4/,https://m.media-amazon.com/images/I/51ynUAFffwL.jpg,Industrial & Scientific,Air Wick,7,B0040ZOPN4,62338782836,AMZ,yes,,,$24.18 ,12,3.46,Large Standard-Size,1985,1609,2091,856,1316,4.7,2021-07-03T18:35:19.000000Z,,$36.13 ,$41.94 ,$34.47 ,$7.98 ,$36.66 ,840,590,570,hundredths-pounds,hundredths-inches,
,"Alba Botanica Hawaiian Body Scrub, Revitalizing Sea Salt, 14.5 Oz",https://amazon.com/dp/B000NCTQV4/,https://m.media-amazon.com/images/I/51EAQAvX5CL.jpg,Beauty & Personal Care,Alba Botanica,1,B000NCTQV4,7.24742E+11,AMZ,yes,,,$4.34 ,25,1.1,Large Standard-Size,13293,16752,17922,556,1304,4.2,2021-07-02T19:14:07.000000Z,,$10.95 ,$10.33 ,$9.95 ,$3.91 ,$12.55 ,465,449,291,hundredths-pounds,hundredths-inches,
,"Aleene's 23473 Fabric Fusion Permanent Fabric Adhesive ,Clear,4oz",https://amazon.com/dp/B00178QSE6/,https://m.media-amazon.com/images/I/41TpXXoryLL.jpg,Toys & Games,Aleene's,2,B00178QSE6,,AMZ,yes,,,$0.04 ,10,0.29,Large Standard-Size,101,179,146,1633,8191,4.2,2021-07-02T08:26:18.000000Z,,$4.13 ,$6.02 ,$5.99 ,$2.22 ,$6.86 ,587,157,150,hundredths-pounds,hundredths-inches,
,"Alka-Seltzer Plus Cold Medicine, Orange Zest Effervescent Tablets with Pain Reliever/Fever Reducer, Orange Zest, 20 Count",https://amazon.com/dp/B01EX2I8TK/,https://m.media-amazon.com/images/I/51LkgHp61hL.jpg,Health & Household,Alka-seltzer Plus,1,B01EX2I8TK,16500564980,AMZ,yes,,,$1.05 ,2,0.18,Large Standard-Size,11880,15744,16336,855,1845,4.8,2021-07-03T20:25:39.000000Z,,$4.92 ,$6.73 ,$7.35 ,$2.49 ,$9.60 ,331,276,193,hundredths-pounds,hundredths-inches,
,"ALWAYS Ultra Thin Size 2 Super Pads Without Wings Unscented, 40 Count, Pack of 3",https://amazon.com/dp/B00XQEOTMC/,https://m.media-amazon.com/images/I/51jfwVMbsQS.jpg,Health & Household,Always,2,B00XQEOTMC,,AMZ,yes,,,$7.28 ,6,1.57,Large Standard-Size,5338,5004,4546,2813,2886,4.7,2021-07-04T02:50:11.000000Z,,$15.84 ,$15.87 ,$16.16 ,$5.49 ,$36.68 ,1197,776,551,hundredths-pounds,hundredths-inches,
,"Always Radiant Feminine Pads for Women, Size 1, 90 Count, Regular Absorbency, Light Clean Scent (30 Count, Pack of 3 - 90 Count Total)",https://amazon.com/dp/B01HODORZ4/,https://m.media-amazon.com/images/I/51sXcUp7BWS.jpg,Health & Household,Always,1,B01HODORZ4,37000970514,AMZ,yes,,,$10.91 ,10,1.8,Large Standard-Size,6320,7701,11993,1556,2680,4.8,2021-07-03T22:34:18.000000Z,,$20.12 ,$20.22 ,$20.91 ,$6.97 ,$28.86 ,1300,840,480,hundredths-pounds,hundredths-inches,
,"Always Discreet, Incontinence Pads for Women, Maximum, Long Length, 39 Count (Packaging May vary)",https://amazon.com/dp/B00KXUW7FI/,https://m.media-amazon.com/images/I/51RcYmwUf1L.jpg,Health & Household,Always Discreet,1,B00KXUW7FI,37000887300,AMZ,yes,,,$3.09 ,14,1.37,Large Standard-Size,2825,3702,3572,2813,2668,4.6,2021-07-04T02:40:52.000000Z,,$10.48 ,$10.45 ,$10.38 ,$2.58 ,$9.31 ,1079,689,484,hundredths-pounds,hundredths-inches,
,"Amazon Basics 65W Equivalent, Daylight, Dimmable, 10,000 Hour Lifetime, BR30 LED Light Bulb | 6-Pack",https://amazon.com/dp/B07JLGMZTB/,https://m.media-amazon.com/images/I/31wsXhD9h0L.jpg,Health & Household,Amazon Basics,10,B07JLGMZTB,,AMZ,yes,,,$8.37 ,2,1.79,Large Standard-Size,6384,7143,12054,1218,1765,4.5,2021-07-03T13:42:12.000000Z,,$17.92 ,$19.40 ,$24.88 ,$12.27 ,$42.38 ,1157,799,756,hundredths-pounds,hundredths-inches,
,American Greetings - 5877207 Pokemon Paper Lunch Napkins for Kids (16-Count),https://amazon.com/dp/B0733M7JBC/,https://m.media-amazon.com/images/I/61EpjQ5+6+L.jpg,Toys & Games,American Greetings,5,B0733M7JBC,13051756994,AMZ,yes,,,($1.32),20,0.17,Small Standard-Size,696,981,618,1633,1288,4.8,2021-07-03T09:05:13.000000Z,,$1.69 ,$1.68 ,$1.96 ,$0.55 ,,654,650,51,hundredths-pounds,hundredths-inches,
,"Anbes Soldering Iron Kit 60W Adjustable Temperature Welding Tool, Digital Multimeter, 2pcs Soldering Iron Tips, Desoldering Pump, Wire Stripper Cutter, Twe",https://amazon.com/dp/B073VDX4B7/,https://m.media-amazon.com/images/I/51YMNW+66GL.jpg,Industrial & Scientific,Anbes,1,B073VDX4B7,,MF,out of stock,,,$15.38 ,2,1.55,Large Standard-Size,3992,4485,4214,780,2543,4.5,2021-07-02T23:32:18.000000Z,,$23.99 ,$74.79 ,$25.55 ,$23.99 ,$25.49 ,1100,730,190,hundredths-pounds,hundredths-inches,0
,"Angelus Acrylic Leather Paint, White, 1 oz",https://amazon.com/dp/B0196T961O/,https://m.media-amazon.com/images/I/41MxG+UTyiL.jpg,"Arts, Crafts & Sewing",Angelus,1,B0196T961O,86366710050,MF,out of stock,,,$1.15 ,23,0.22,Large Standard-Size,766,1298,1323,767,0,0,2021-07-01T20:57:22.000000Z,,$5.45 ,$9.49 ,$6.16 ,$3.10 ,,504,276,157,hundredths-pounds,hundredths-inches,0
,Angelus Leather Paint 4 oz Flat White,https://amazon.com/dp/B01H0P3LP8/,https://m.media-amazon.com/images/I/41o+-uUQkEL.jpg,"Arts, Crafts & Sewing",Angelus,13,B01H0P3LP8,,MF,out of stock,,,$3.68 ,12,0.37,Large Standard-Size,1479,1670,4003,726,0,0,2021-07-01T20:58:35.000000Z,,$8.41 ,$34.65 ,$8.41 ,$7.34 ,,390,177,173,hundredths-pounds,hundredths-inches,4
,"Apple Barrel Acrylic Paint in Assorted Colors (16 Ounce), 21119 White",https://amazon.com/dp/B0018N4P54/,https://m.media-amazon.com/images/I/41emB1p7tML.jpg,"Arts, Crafts & Sewing",Apple Barrel,24,B0018N4P54,28995211195,AMZ,yes,,,($1.17),11,1.36,Large Standard-Size,31,29,81,973,13267,4.7,2021-07-01T20:29:56.000000Z,,$4.47 ,$6.14 ,$10.29 ,$4.47 ,$15.32 ,587,280,276,hundredths-pounds,hundredths-inches,
,"Apple Barrel Acrylic Paint in Assorted Colors (8 Ounce), 20403 White",https://amazon.com/dp/B0018NBVKQ/,https://m.media-amazon.com/images/I/31ThbjZWALL.jpg,"Arts, Crafts & Sewing",Apple Barrel,1,B0018NBVKQ,,MF,yes,,,($2.56),42,0.77,Large Standard-Size,473,641,843,973,602,4.8,2021-07-01T20:36:21.000000Z,,$2.00 ,$2.67 ,$7.15 ,$2.00 ,$8.08 ,728,209,205,hundredths-pounds,hundredths-inches,
,"Apple Barrel Acrylic Paint in Assorted Colors (2 oz), 21469, Flag Red",https://amazon.com/dp/B00889Z532/,https://m.media-amazon.com/images/I/41vvBockxXL.jpg,"Arts, Crafts & Sewing",Apple Barrel,150,B00889Z532,,MF,out of stock,,,($3.27),7,0.18,Large Standard-Size,15,52,36,994,8173,4.7,2021-07-01T20:43:16.000000Z,,$0.50 ,$1.42 ,$3.49 ,$0.50 ,,402,142,134,hundredths-pounds,hundredths-inches,
,"Apple Barrel Multi Surface Acrylic Paint, 2 oz, Light Pink 2 Fl Oz",https://amazon.com/dp/B07TBH7CKF/,https://m.media-amazon.com/images/I/41n38QSHLJL.jpg,"Arts, Crafts & Sewing",Apple Barrel,34,B07TBH7CKF,,AMZ,yes,,,($2.90),10,0.15,Large Standard-Size,643,781,967,994,1372,4.7,2021-07-01T22:50:21.000000Z,,$0.87 ,$3.17 ,$4.68 ,$0.87 ,$5.07 ,380,120,100,hundredths-pounds,hundredths-inches,
,Duckweed (Lemna Minor) - 100/200/500 Live Plants (500) by Aqua Habit,https://amazon.com/dp/B073XSY7FX/,https://ecx.images-amazon.com/images/I/518i+IsktaL.jpg,"Patio, Lawn & Garden",Aqua Habit,3,B073XSY7FX,,MF,out of stock,,,$2.18 ,4,0,,5547,7003,6707,688,0,0,2021-07-02T22:10:50.000000Z,,$8.39 ,,$8.36 ,$2.10 ,$8.31 ,0,0,0,,,0
,Antimicrobial/Anti-Clog High-Pressure 30-setting Rainfall Shower Combo by AquaDance with Microban Nozzle Protection from Growth of Mold Mildew & Bacteria f,https://amazon.com/dp/B071Z4C1CY/,https://m.media-amazon.com/images/I/41ajaqSsK6L.jpg,Tools & Home Improvement,Aquadance,3,B071Z4C1CY,7.86696E+11,AMZ,yes,,,$29.06 ,5,2.29,Large Standard-Size,7501,5522,5444,798,5583,4.6,2021-07-15T00:50:28.000000Z,,$41.00 ,$51.76 ,$47.88 ,$9.99 ,$49.84 ,992,760,354,hundredths-pounds,hundredths-inches,
,"Arctix Women's Insulated Snow Pants, Black, Medium/Regular",https://amazon.com/dp/B002V2ZMEO/,https://m.media-amazon.com/images/I/31p0A2eiZtL.jpg,Sports & Outdoors,Arctix,357,B002V2ZMEO,,MF,out of stock,,,$17.66 ,12,1.72,Large Standard-Size,2486,3400,2633,1108,34420,4.4,2021-07-02T06:54:14.000000Z,,$30.00 ,$33.14 ,$33.00 ,$6.10 ,,1398,1354,386,hundredths-pounds,hundredths-inches,80
,"Plantar Fasciitis Inserts Pads,Gel Heel Cushion,Silicone Heel Protectors,Heel Guards and Heel Cups Great for Plantar Fasciitis,Cracked Heels, Achilles Tend",https://amazon.com/dp/B07RTT3MBT/,https://m.media-amazon.com/images/I/41XO39WR3uL.jpg,Health & Household,Asram,1,B07RTT3MBT,,FBA,out of stock,,,$3.46 ,3,0.55,Small Standard-Size,13264,21875,33743,511,1427,3.6,2021-07-03T06:03:54.000000Z,,$6.82 ,,$9.78 ,$2.89 ,,790,680,70,hundredths-pounds,hundredths-inches,0
,Augason Farms 5-14000 Vegetable Garden Seeds 13 Variety 1 lb No. 10 Can,https://amazon.com/dp/B00LBGQGUU/,https://m.media-amazon.com/images/I/41DFe1UmvnL.jpg,"Patio, Lawn & Garden",Augason Farms,1,B00LBGQGUU,78716140006,AMZ,yes,,,$20.28 ,4,2.05,Large Standard-Size,6138,7485,11165,656,320,4.8,2021-07-02T15:20:59.000000Z,,$30.67 ,$38.04 ,$46.05 ,$16.96 ,$59.58 ,705,622,622,hundredths-pounds,hundredths-inches,
,"Australian Dream Arthritis Pain Relief Cream, 4 oz. Jar – Penetrating Relief for Hand, Body & Joint Soreness – Odor-Free, Non-Greasy, Non-Burning, Max Stre",https://amazon.com/dp/B00HLES2B2/,https://m.media-amazon.com/images/I/41LHgPG3H1L.jpg,Health & Household,Australian Dream,1,B00HLES2B2,6.94603E+11,FBA,out of stock,,,$13.34 ,11,0.42,Large Standard-Size,5263,5398,5407,2813,4472,4.4,2021-07-03T22:10:27.000000Z,,$19.98 ,$25.09 ,$20.50 ,$7.00 ,,295,295,295,hundredths-pounds,hundredths-inches,0
,"Aveeno Baby Eczema Therapy Moisturizing Cream, Natural Colloidal Oatmeal & Vitamin B5, Moisturizes & Relieves Dry, Itchy, Irritated Skin Due to Eczema, Par",https://amazon.com/dp/B003BJZ1P6/,https://m.media-amazon.com/images/I/419El1oZt0L.jpg,Baby Products,Aveeno Baby,1,B003BJZ1P6,3.81371E+11,AMZ,yes,,,$4.32 ,23,0.35,Large Standard-Size,2614,3280,2828,723,2425,4.7,2021-07-03T00:58:11.000000Z,,$8.48 ,$8.65 ,$8.65 ,$2.29 ,,598,276,181,hundredths-pounds,hundredths-inches,
,"BAZIC Super Glue 3g/0.10 Oz, Small Tube Clear Adhesive Fluid Liquid Bonding for Office & Home Improvement (6/Pack), 1-Pack",https://amazon.com/dp/B003BSF7ZG/,https://m.media-amazon.com/images/I/415+9Git6EL.jpg,Industrial & Scientific,B Bazic Products,1,B003BSF7ZG,7.64608E+11,MF,out of stock,,,$0.19 ,14,0.1,Small Standard-Size,2827,2145,2366,681,2070,4.6,2021-07-02T19:03:58.000000Z,,$3.40 ,$9.20 ,$3.76 ,$2.84 ,,1000,500,20,hundredths-pounds,hundredths-inches,0
,"Baby Wipes, Babyganics Unscented Diaper Wipes, 800 Count, (10 Packs of 80), Non-Allergenic and formulated with Plant Derived Ingredients",https://amazon.com/dp/B00K8A2E3I/,https://m.media-amazon.com/images/I/41rj2Sf1R+L.jpg,Baby Products,Babyganics,2,B00K8A2E3I,8.13277E+11,AMZ,yes,,,$22.18 ,10,1.07,Large Standard-Size,223,170,144,1210,6681,4.5,2021-07-02T23:17:03.000000Z,,$31.98 ,$30.03 ,$30.64 ,$13.49 ,$53.79 ,933,492,295,hundredths-pounds,hundredths-inches,
,"Bath Bliss Stainless Steel Trash Can-5-Liter Wastebasket Perfect for Bathroom, Bedroom, Office, Small Space Living 11 Inches",https://amazon.com/dp/B01N6LNRFX/,https://m.media-amazon.com/images/I/31rFqcG03tL.jpg,Home & Kitchen,Bath Bliss,5,B01N6LNRFX,6.33125E+11,AMZ,yes,,,$0.85 ,4,0.95,Small Oversize,7666,9530,47026,1358,1482,4.3,2021-07-15T05:15:12.000000Z,,$14.11 ,$18.00 ,$19.50 ,$8.74 ,$29.82 ,988,909,819,hundredths-pounds,hundredths-inches,
,"BBLove Non-Contact Infrared Forehead Digital Thermometer for Adults, Babies, Children, Kids",https://amazon.com/dp/B086NK1C5Q/,https://m.media-amazon.com/images/I/31mL0vHmXuL.jpg,Industrial & Scientific,Bblove,1,B086NK1C5Q,,,,,,$0.69 ,2,0.3,Large Standard-Size,1707,4976,6474,505,3842,4.2,2021-07-03T21:17:42.000000Z,,$4.76 ,$30.77 ,$29.66 ,$4.76 ,$39.95 ,700,480,200,hundredths-pounds,hundredths-inches,
,"BENGOO V-4 Gaming Headset for Xbox One, PS4, PC, Controller, Noise Cancelling Over Ear Headphones with Mic, LED Light Bass Surround Soft Memory Earmuffs fo",https://amazon.com/dp/B076DWKD5B/,https://m.media-amazon.com/images/I/51BD7KJz7dL.jpg,Video Games,Bengoo,3,B076DWKD5B,7.16046E+11,FBA,out of stock,,,$11.92 ,2,1.17,Large Standard-Size,522,167,170,683,12428,4.3,2021-07-02T11:55:42.000000Z,,$19.98 ,$73.07 ,$26.34 ,$18.34 ,,835,791,402,hundredths-pounds,hundredths-inches,0
,Berrcom Non Contact Infrared Forehead Thermometer JXB-178 Medical Grade Baby Fever Check Thermometer 3 in 1 Contactless for Kids Infant Adult (Batteries No,https://amazon.com/dp/B087FR1272/,https://m.media-amazon.com/images/I/31bmJ9f78WS.jpg,Baby Products,Berrcom,1,B087FR1272,7.82912E+11,FBA,out of stock,,,$1.39 ,19,0.33,Large Standard-Size,981,1534,1464,1210,27206,4.5,2021-07-03T01:54:16.000000Z,,$5.30 ,$29.92 ,$16.42 ,$4.99 ,,642,402,173,hundredths-pounds,hundredths-inches,0
,"Better Life Natural Granite and Stone Cleaner, Pomegranate Grapefruit, 16 Ounces (Pack of 2)",https://amazon.com/dp/B004JSLZEO/,https://m.media-amazon.com/images/I/41ifw6L-g7L.jpg,Health & Household,Better Life,3,B004JSLZEO,8.95454E+11,AMZ,yes,,,$5.31 ,5,2.45,Large Standard-Size,8337,11049,11695,1278,761,4.7,2021-07-03T18:03:24.000000Z,,$12.99 ,$10.88 ,$10.93 ,$3.48 ,,740,670,270,hundredths-pounds,hundredths-inches,
,"BioAdvanced 701810A Systemic Plant Fertilizer and Insecticide with Imidacloprid 12 Month Tree & Shrub Protect & Feed, 32 oz, Concentrate",https://amazon.com/dp/B004TT36D6/,https://m.media-amazon.com/images/I/51j1lOATcOL.jpg,"Patio, Lawn & Garden",Bioadvanced,5,B004TT36D6,6.87073E+11,AMZ,yes,,,$9.37 ,14,2.49,Large Standard-Size,1174,1167,1468,1711,3005,4.6,2021-07-02T13:31:29.000000Z,,$17.77 ,$16.70 ,$17.58 ,$4.45 ,$20.86 ,1020,457,248,hundredths-pounds,hundredths-inches,
,"BlenderBottle Shaker Bottle Pro Series Perfect for Protein Shakes and Pre Workout, 32-Ounce, Black",https://amazon.com/dp/B06XCRYLQ5/,https://m.media-amazon.com/images/I/41crTDY5kPL.jpg,Sports & Outdoors,Blender Bottle,29,B06XCRYLQ5,8.4728E+11,AMZ,yes,,,$8.16 ,5,0.46,Large Standard-Size,336,205,2487,1413,22644,4.8,2021-07-02T09:56:12.000000Z,,$13.97 ,$14.11 ,$15.21 ,$4.99 ,$18.83 ,1035,425,370,hundredths-pounds,hundredths-inches,
,Blue Coral DC22 Upholstery Cleaner - 22.8 oz. Aerosol,https://amazon.com/dp/B0009IR0PQ/,https://m.media-amazon.com/images/I/41ynAs5u2PL.jpg,Health & Household,Blue Coral,2,B0009IR0PQ,77249000221,FBA,yes,,,$2.76 ,13,1.8,Large Standard-Size,24054,20355,23051,641,1587,4.4,2021-07-03T09:50:30.000000Z,,$9.46 ,$11.29 ,$10.82 ,$3.29 ,$11.00 ,1050,300,300,hundredths-pounds,hundredths-inches,
,"Boardwalk 340LP Laundry Detergent Powder, Summer Breeze, 18 lb Bucket",https://amazon.com/dp/B01ALRNVL6/,https://m.media-amazon.com/images/I/510nrSeseEL.jpg,Health & Household,Boardwalk,1,B01ALRNVL6,94514000274,MF,out of stock,,,$3.24 ,23,19.89,Small Oversize,20296,18615,20476,712,1846,4.6,2021-07-03T18:05:03.000000Z,,$22.89 ,$21.52 ,$22.30 ,$7.25 ,$22.94 ,1177,1028,1020,hundredths-pounds,hundredths-inches,0
,Boiron Acidil Indigestion Medicine for Heartburn and Acid Indigestion,https://amazon.com/dp/B005P0U3MK/,https://m.media-amazon.com/images/I/41M+NxDXXmL.jpg,Health & Household,Boiron,1,B005P0U3MK,3.06963E+11,AMZ,yes,,,$6.04 ,33,0.09,Large Standard-Size,27574,24194,22607,509,1303,4.2,2021-07-02T18:02:53.000000Z,,$11.20 ,$9.75 ,$8.95 ,$3.00 ,$9.92 ,386,303,126,hundredths-pounds,hundredths-inches,
,"Boiron Children's Chestal Honey Cough Syrup, 6.7 Ounce, Homeopathic Medicine for Cough and Chest Congestion",https://amazon.com/dp/B012ROWMF2/,https://m.media-amazon.com/images/I/51va5p-jkDL.jpg,Health & Household,Boiron,1,B012ROWMF2,3.06969E+11,AMZ,yes,,,$2.51 ,13,0.9,Large Standard-Size,43386,26279,29476,524,692,4.7,2021-07-04T01:07:43.000000Z,,$7.38 ,$7.58 ,$7.53 ,$2.49 ,$6.99 ,571,547,232,hundredths-pounds,hundredths-inches,
,"Bona Hard-Surface Floor Cleaner Refill, 128 Fl Oz (Pack of 1), Clear",https://amazon.com/dp/B000ALLJW2/,https://m.media-amazon.com/images/I/41B-+OOXitS.jpg,Health & Household,Bona,1,B000ALLJW2,7.37025E+11,AMZ,yes,,,$7.63 ,12,8.88,Large Standard-Size,1136,1333,1324,2813,8528,4.7,2021-07-03T07:19:29.000000Z,,$17.97 ,$18.00 ,$18.13 ,$6.93 ,$24.12 ,1181,744,453,hundredths-pounds,hundredths-inches,
,"Bona PowerPlus Antibacterial Hard-Surface Floor Cleaner, Refill - 128 Fl Oz",https://amazon.com/dp/B089DP1BV2/,https://m.media-amazon.com/images/I/41OdJIVEZcS.jpg,Health & Household,Bona,6,B089DP1BV2,7.37025E+11,AMZ,yes,,,$3.75 ,8,9.1,Large Standard-Size,9045,8519,8674,1218,897,4.4,2021-07-03T14:51:44.000000Z,,$13.75 ,$19.73 ,$21.67 ,$7.11 ,$33.02 ,1200,750,450,hundredths-pounds,hundredths-inches,
,"Bondic LED UV Liquid Plastic Welder, Cures Quickly, Adhesive Repair for Home, Garage, Outdoors, etc., Complete Starter Kit (LED Light & Liquid Cartridge in",https://amazon.com/dp/B018IBEHQU/,https://m.media-amazon.com/images/I/310IutnSkbL.jpg,Automotive,Bondic,1,B018IBEHQU,8.16491E+11,AMZ,yes,,,$17.49 ,3,0.15,Large Standard-Size,769,671,749,1454,0,0,2021-07-04T02:00:42.000000Z,,$23.95 ,$68.18 ,$22.39 ,$14.25 ,$22.06 ,909,201,87,hundredths-pounds,hundredths-inches,
,"Bonine Motion Sickness Relief Chewable Tablets, Raspberry 16 + 12 ct, 2 Piece Assortment",https://amazon.com/dp/B01MU7UTFF/,https://m.media-amazon.com/images/I/41fcapdOgFL.jpg,Health & Household,Bonine,1,B01MU7UTFF,,FBA,out of stock,,,$7.56 ,3,0.07,Large Standard-Size,10379,14792,24915,805,336,4.7,2021-07-03T06:42:11.000000Z,,$12.99 ,$14.89 ,$14.57 ,$4.96 ,,421,358,114,hundredths-pounds,hundredths-inches,54
,20 Mule Team Borax Natural Laundry Booster 65 Ounce pack of 2,https://amazon.com/dp/B0039BWC9E/,https://m.media-amazon.com/images/I/61uD66+C-SL.jpg,Health & Household,Borax,1,B0039BWC9E,,AMZ,yes,,,$10.04 ,14,8.64,Large Standard-Size,12558,8452,7934,1278,2680,4.7,2021-07-02T19:22:49.000000Z,,$20.78 ,$20.06 ,$15.95 ,$6.30 ,$15.59 ,937,768,756,hundredths-pounds,hundredths-inches,18
,Mule Team Borax and Arm & Hammer Super Washing Soda Variety Pack,https://amazon.com/dp/B01D8UUWG0/,https://m.media-amazon.com/images/I/515YXYzS0HL.jpg,Health & Household,Borax,1,B01D8UUWG0,7.68431E+11,AMZ,yes,,,$11.84 ,6,8.14,Large Standard-Size,15538,15313,15177,873,416,4.8,2021-07-03T07:28:30.000000Z,,$22.87 ,$27.34 ,$28.09 ,$8.73 ,,953,736,425,hundredths-pounds,hundredths-inches,75
,"Bounty Select-a-Size Paper Towels, White, 12 Huge Rolls = 26 Regular Rolls",https://amazon.com/dp/B07D9XLDT5/,https://m.media-amazon.com/images/I/51HN9NofmeS.jpg,Health & Household,Bounty,1,B07D9XLDT5,,MF,out of stock,,,$4.49 ,30,7.4,Small Oversize,4845,4508,4840,2813,6242,4.7,2021-07-03T03:36:37.000000Z,,$27.80 ,,$38.79 ,$9.50 ,,2250,1500,1050,hundredths-pounds,hundredths-inches,0
,"Fitness Tracker with Heart Rate Blood Pressure Blood Oxygen Sleep Monitor Temperature Monitor, Activity Tracker Smart Watch Pedometer Step Counter for iPho",https://amazon.com/dp/B087Q1WW12/,https://m.media-amazon.com/images/I/41WpqIvJWRL.jpg,Sports & Outdoors,Brillianthouse,1,B087Q1WW12,,FBA,out of stock,,,$17.66 ,4,0.09,Large Standard-Size,3920,6537,8332,742,665,3.8,2021-07-01T15:31:06.000000Z,,$24.99 ,,$22.67 ,$0.12 ,,414,235,126,hundredths-pounds,hundredths-inches,0
